iso,country,age_sex_group,expat_pop,total_pop
410,South Korea,total_age6,65000,1500000
414,Kuwait,total_age6,150000,230000
136,Cayman Islands,total_age6,3400,6000
398,Kazakhstan,total_age6,16000,640000
418,Laos,total_age6,8500,100000
422,Lebanon,total_age6,32000,220000
662,St. Lucia,total_age6,1000,7500
438,Liechtenstein,total_age6,1000,1600
144,Sri Lanka,total_age6,7400,380000
430,Liberia,total_age6,2800,29000
426,Lesotho,total_age6,1000,11000
440,Lithuania,total_age6,2300,150000
442,Luxembourg,total_age6,13000,37000
428,Latvia,total_age6,2000,93000
434,Libya,total_age6,25000,290000
504,Morocco,total_age6,31000,660000
492,Monaco,total_age6,1000,1300
498,Moldova,total_age6,3700,110000
499,Montenegro,total_age6,4700,28000
663,Saint Martin,total_age6,1000,1600
450,Madagascar,total_age6,1900,64000
584,Marshall Islands,total_age6,1000,1300
807,Macedonia,total_age6,5100,93000
466,Mali,total_age6,6100,49000
104,Myanmar,total_age6,13000,550000
496,Mongolia,total_age6,2600,150000
446,Macau,total_age6,10000,26000
580,Northern Mariana Islands,total_age6,1900,3200
474,Martinique,total_age6,2700,19000
478,Mauritania,total_age6,3200,21000
500,Montserrat,total_age6,1000,1000
470,Malta,total_age6,4300,31000
480,Mauritius,total_age6,4200,57000
462,Maldives,total_age6,3200,17000
454,Malawi,total_age6,1500,17000
484,Mexico,total_age6,160000,6000000
458,Malaysia,total_age6,55000,1600000
508,Mozambique,total_age6,5700,59000
516,Namibia,total_age6,2900,36000
540,New Caledonia,total_age6,3400,15000
562,Niger,total_age6,2200,21000
566,Nigeria,total_age6,48000,930000
558,Nicaragua,total_age6,5500,140000
528,Netherlands,total_age6,89000,1000000
578,Norway,total_age6,37000,370000
524,Nepal,total_age6,15000,270000
520,Nauru,total_age6,1000,1000
554,New Zealand,total_age6,52000,270000
512,Oman,total_age6,53000,94000
591,Panama,total_age6,21000,170000
604,Peru,total_age6,57000,1500000
258,French Polynesia,total_age6,2200,15000
598,Papua New Guinea,total_age6,2900,31000
608,Philippines,total_age6,65000,3600000
586,Pakistan,total_age6,32000,1000000
616,Poland,total_age6,30000,1500000
630,Puerto Rico,total_age6,15000,180000
275,Palestine,total_age6,17000,120000
620,Portugal,total_age6,67000,760000
585,Palau,total_age6,1000,1600
600,Paraguay,total_age6,13000,220000
634,Qatar,total_age6,100000,140000
638,Réunion,total_age6,7300,44000
642,Romania,total_age6,14000,1000000
688,Serbia,total_age6,39000,320000
643,Russia,total_age6,210000,3400000
646,Rwanda,total_age6,2000,13000
682,Saudi Arabia,total_age6,170000,800000
90,Solomon Islands,total_age6,1000,3800
690,Seychelles,total_age6,1400,5300
752,Sweden,total_age6,71000,690000
702,Singapore,total_age6,120000,360000
705,Slovenia,total_age6,8800,100000
703,Slovakia,total_age6,7500,260000
694,Sierra Leone,total_age6,2200,26000
674,San Marino,total_age6,1000,1800
686,Senegal,total_age6,8800,120000
706,Somalia,total_age6,4300,25000
740,Suriname,total_age6,3300,25000
728,South Sudan,total_age6,3600,11000
678,Sao Tome and Principe,total_age6,1000,2500
222,El Salvador,total_age6,11000,220000
534,Sint Maarten,total_age6,2600,3600
748,Swaziland,total_age6,1300,8000
796,Turks and Caicos Islands,total_age6,1700,2800
148,Chad,total_age6,1300,11000
768,Togo,total_age6,4400,26000
764,Thailand,total_age6,68000,3400000
762,Tajikistan,total_age6,1800,30000
626,Timor-Leste,total_age6,2900,8300
795,Turkmenistan,total_age6,1000,3400
788,Tunisia,total_age6,16000,380000
776,Tonga,total_age6,1000,3900
792,Turkey,total_age6,150000,3900000
780,Trinidad and Tobago,total_age6,6100,68000
798,Tuvalu,total_age6,1000,1000
158,Taiwan,total_age6,67000,1600000
834,Tanzania,total_age6,6700,150000
804,Ukraine,total_age6,48000,1700000
800,Uganda,total_age6,6900,64000
840,United States,total_age6,2500000,17000000
858,Uruguay,total_age6,10000,210000
860,Uzbekistan,total_age6,5900,140000
670,Saint Vincent and the Grenadines,total_age6,1000,4500
862,Venezuela,total_age6,31000,870000
92,British Virgin Islands,total_age6,1600,2500
850,US Virgin Islands,total_age6,1000,2500
704,Vietnam,total_age6,27000,3700000
548,Vanuatu,total_age6,1000,4000
876,Wallis and Futuna,total_age6,1000,1000
882,Samoa,total_age6,1000,6800
983,Kosovo,total_age6,3600,62000
887,Yemen,total_age6,4700,77000
175,Mayotte,total_age6,1000,3900
710,South Africa,total_age6,81000,960000
894,Zambia,total_age6,4700,71000
716,Zimbabwe,total_age6,2000,54000
20,Andorra,total_age7,2200,5100
784,United Arab Emirates,total_age7,200000,280000
4,Afghanistan,total_age7,2400,41000
28,Antigua,total_age7,1700,4500
660,Anguilla,total_age7,1000,1000
8,Albania,total_age7,1700,76000
51,Armenia,total_age7,4000,90000
24,Angola,total_age7,10000,61000
32,Argentina,total_age7,99000,1900000
16,American Samoa,total_age7,1000,2200
40,Austria,total_age7,58000,340000
36,Australia,total_age7,200000,1300000
533,Aruba,total_age7,3600,8400
31,Azerbaijan,total_age7,7400,130000
70,Bosnia and Herzegovina,total_age7,6100,110000
52,Barbados,total_age7,2000,15000
50,Bangladesh,total_age7,14000,540000
56,Belgium,total_age7,65000,600000
854,Burkina Faso,total_age7,2800,35000
100,Bulgaria,total_age7,7200,320000
48,Bahrain,total_age7,26000,49000
108,Burundi,total_age7,1000,8100
204,Benin,total_age7,4700,25000
652,Saint Barthélemy,total_age7,1000,1000
60,Bermuda,total_age7,1100,3900
96,Brunei,total_age7,7200,18000
68,Bolivia,total_age7,9900,260000
535,"Bonaire, Sint Eustatius and Saba",total_age7,1000,1700
76,Brazil,total_age7,66000,8400000
44,The Bahamas,total_age7,2600,17000
64,Bhutan,total_age7,1000,9600
72,Botswana,total_age7,4700,35000
112,Belarus,total_age7,9600,120000
84,Belize,total_age7,1500,10000
124,Canada,total_age7,310000,1800000
180,Democratic Republic of the Congo,total_age7,4400,85000
140,Central African Republic,total_age7,1000,4200
178,Republic of the Congo,total_age7,2600,21000
756,Switzerland,total_age7,88000,380000
384,Côte d'Ivoire,total_age7,17000,140000
184,Cook Islands,total_age7,1000,1000
152,Chile,total_age7,65000,970000
120,Cameroon,total_age7,5400,90000
156,China,total_age7,12000,35000
170,Colombia,total_age7,78000,1800000
188,Costa Rica,total_age7,21000,220000
132,Cape Verde,total_age7,1400,11000
531,Curaçao,total_age7,3000,10000
196,Cyprus,total_age7,14000,65000
203,Czech Republic,total_age7,20000,370000
276,Germany,total_age7,300000,3000000
262,Djibouti,total_age7,1000,4300
208,Denmark,total_age7,23000,370000
212,Dominica,total_age7,1000,2400
214,Dominican Republic,total_age7,15000,290000
12,Algeria,total_age7,32000,640000
218,Ecuador,total_age7,29000,560000
233,Estonia,total_age7,1600,55000
818,Egypt,total_age7,39000,1500000
724,Spain,total_age7,250000,2600000
231,Ethiopia,total_age7,6400,110000
246,Finland,total_age7,11000,250000
242,Fiji,total_age7,2400,28000
238,Falkland Islands,total_age7,1000,1000
583,Federated States of Micronesia,total_age7,1000,1900
234,Faroe Islands,total_age7,1000,3200
250,France,total_age7,250000,2900000
266,Gabon,total_age7,6600,25000
826,United Kingdom,total_age7,280000,3800000
308,Grenada,total_age7,1000,3400
268,Georgia,total_age7,6100,170000
254,French Guiana,total_age7,2100,6200
831,Guernsey,total_age7,1000,4200
288,Ghana,total_age7,13000,150000
292,Gibraltar,total_age7,1000,2100
304,Greenland,total_age7,1000,3900
270,The Gambia,total_age7,2300,9400
324,Guinea,total_age7,2800,33000
312,Guadeloupe,total_age7,3300,18000
226,Equatorial Guinea,total_age7,1000,2300
300,Greece,total_age7,45000,550000
320,Guatemala,total_age7,8400,220000
316,Guam,total_age7,4800,10000
624,Guinea-Bissau,total_age7,1000,6500
328,Guyana,total_age7,1500,24000
344,Hong Kong,total_age7,54000,330000
340,Honduras,total_age7,4300,140000
191,Croatia,total_age7,12000,140000
332,Haiti,total_age7,2000,45000
348,Hungary,total_age7,16000,490000
360,Indonesia,total_age7,39000,3700000
372,Ireland,total_age7,27000,240000
376,Israel,total_age7,55000,340000
833,Isle Of Man,total_age7,1500,5700
356,India,total_age7,96000,8400000
368,Iraq,total_age7,26000,680000
352,Iceland,total_age7,1800,21000
380,Italy,total_age7,270000,3500000
832,Jersey,total_age7,3500,7300
388,Jamaica,total_age7,4500,72000
400,Jordan,total_age7,36000,250000
392,Japan,total_age7,87000,3000000
404,Kenya,total_age7,11000,200000
417,Kyrgyzstan,total_age7,2800,86000
116,Cambodia,total_age7,7500,150000
296,Kiribati,total_age7,1000,1500
174,Comoros,total_age7,1000,4100
659,Saint Kitts and Nevis,total_age7,1000,2200
410,South Korea,total_age7,43000,1000000
414,Kuwait,total_age7,90000,140000
136,Cayman Islands,total_age7,2800,4800
398,Kazakhstan,total_age7,12000,440000
418,Laos,total_age7,6000,83000
422,Lebanon,total_age7,23000,190000
662,St. Lucia,total_age7,1000,6100
438,Liechtenstein,total_age7,1000,1500
144,Sri Lanka,total_age7,5100,240000
430,Liberia,total_age7,2000,21000
426,Lesotho,total_age7,1000,9100
440,Lithuania,total_age7,2000,140000
442,Luxembourg,total_age7,11000,32000
428,Latvia,total_age7,2000,79000
434,Libya,total_age7,18000,210000
504,Morocco,total_age7,22000,510000
492,Monaco,total_age7,1000,1200
498,Moldova,total_age7,3200,93000
499,Montenegro,total_age7,3700,21000
663,Saint Martin,total_age7,1000,1500
450,Madagascar,total_age7,1400,46000
584,Marshall Islands,total_age7,1000,1100
807,Macedonia,total_age7,4000,79000
466,Mali,total_age7,4300,34000
104,Myanmar,total_age7,10000,460000
496,Mongolia,total_age7,2100,120000
446,Macau,total_age7,7200,19000
580,Northern Mariana Islands,total_age7,2100,3400
474,Martinique,total_age7,2500,19000
478,Mauritania,total_age7,2200,15000
500,Montserrat,total_age7,1000,1000
470,Malta,total_age7,3000,24000
480,Mauritius,total_age7,3100,48000
462,Maldives,total_age7,1700,12000
454,Malawi,total_age7,1000,11000
484,Mexico,total_age7,120000,4400000
458,Malaysia,total_age7,33000,1200000
508,Mozambique,total_age7,3700,36000
516,Namibia,total_age7,2300,28000
540,New Caledonia,total_age7,3200,13000
562,Niger,total_age7,1500,14000
566,Nigeria,total_age7,41000,710000
558,Nicaragua,total_age7,4200,110000
528,Netherlands,total_age7,77000,970000
578,Norway,total_age7,29000,350000
524,Nepal,total_age7,10000,210000
520,Nauru,total_age7,1000,1000
554,New Zealand,total_age7,45000,250000
512,Oman,total_age7,31000,53000
591,Panama,total_age7,16000,140000
604,Peru,total_age7,40000,1200000
258,French Polynesia,total_age7,1900,13000
598,Papua New Guinea,total_age7,2100,20000
608,Philippines,total_age7,46000,2800000
586,Pakistan,total_age7,21000,720000
616,Poland,total_age7,19000,1000000
630,Puerto Rico,total_age7,15000,160000
275,Palestine,total_age7,13000,92000
620,Portugal,total_age7,48000,590000
585,Palau,total_age7,1000,1400
600,Paraguay,total_age7,10000,170000
634,Qatar,total_age7,59000,82000
638,Réunion,total_age7,6000,39000
642,Romania,total_age7,12000,970000
688,Serbia,total_age7,31000,250000
643,Russia,total_age7,170000,2100000
646,Rwanda,total_age7,1400,8000
682,Saudi Arabia,total_age7,110000,520000
90,Solomon Islands,total_age7,1000,2500
690,Seychelles,total_age7,1000,4100
752,Sweden,total_age7,59000,640000
702,Singapore,total_age7,78000,270000
705,Slovenia,total_age7,7400,82000
703,Slovakia,total_age7,5600,180000
694,Sierra Leone,total_age7,1800,19000
674,San Marino,total_age7,1000,1700
686,Senegal,total_age7,6000,78000
706,Somalia,total_age7,3600,25000
740,Suriname,total_age7,2500,21000
728,South Sudan,total_age7,2100,7100
678,Sao Tome and Principe,total_age7,1000,1800
222,El Salvador,total_age7,7800,170000
534,Sint Maarten,total_age7,2500,3300
748,Swaziland,total_age7,1000,5900
796,Turks and Caicos Islands,total_age7,1200,2000
148,Chad,total_age7,1000,7100
768,Togo,total_age7,2900,17000
764,Thailand,total_age7,47000,2700000
762,Tajikistan,total_age7,1100,20000
626,Timor-Leste,total_age7,1600,4500
795,Turkmenistan,total_age7,1000,1900
788,Tunisia,total_age7,12000,300000
776,Tonga,total_age7,1000,3300
792,Turkey,total_age7,110000,2900000
780,Trinidad and Tobago,total_age7,4500,52000
798,Tuvalu,total_age7,1000,1000
158,Taiwan,total_age7,40000,1400000
834,Tanzania,total_age7,4800,100000
804,Ukraine,total_age7,43000,1300000
800,Uganda,total_age7,4500,41000
840,United States,total_age7,2200000,17000000
858,Uruguay,total_age7,7700,170000
860,Uzbekistan,total_age7,3900,90000
670,Saint Vincent and the Grenadines,total_age7,1000,3600
862,Venezuela,total_age7,28000,700000
92,British Virgin Islands,total_age7,1200,1900
850,US Virgin Islands,total_age7,1000,2500
704,Vietnam,total_age7,19000,2700000
548,Vanuatu,total_age7,1000,2900
876,Wallis and Futuna,total_age7,1000,1000
882,Samoa,total_age7,1000,5300
983,Kosovo,total_age7,2600,47000
887,Yemen,total_age7,3100,47000
175,Mayotte,total_age7,1000,2600
710,South Africa,total_age7,47000,710000
894,Zambia,total_age7,3100,47000
716,Zimbabwe,total_age7,1300,35000
20,Andorra,total_age8,1800,3900
784,United Arab Emirates,total_age8,99000,140000
4,Afghanistan,total_age8,1300,22000
28,Antigua,total_age8,1200,3200
660,Anguilla,total_age8,1000,1000
8,Albania,total_age8,1200,66000
51,Armenia,total_age8,3800,93000
24,Angola,total_age8,5800,36000
32,Argentina,total_age8,74000,1600000
16,American Samoa,total_age8,1000,1700
40,Austria,total_age8,40000,260000
36,Australia,total_age8,170000,1100000
533,Aruba,total_age8,3000,7900
31,Azerbaijan,total_age8,5900,110000
70,Bosnia and Herzegovina,total_age8,4600,94000
52,Barbados,total_age8,1700,13000
50,Bangladesh,total_age8,9300,300000
56,Belgium,total_age8,45000,530000
854,Burkina Faso,total_age8,1600,19000
100,Bulgaria,total_age8,5300,260000
48,Bahrain,total_age8,14000,27000
108,Burundi,total_age8,1000,6600
204,Benin,total_age8,3200,16000
652,Saint Barthélemy,total_age8,1000,1000
60,Bermuda,total_age8,1000,3700
96,Brunei,total_age8,4100,12000
68,Bolivia,total_age8,6300,180000
535,"Bonaire, Sint Eustatius and Saba",total_age8,1000,1600
76,Brazil,total_age8,48000,6700000
44,The Bahamas,total_age8,1600,13000
64,Bhutan,total_age8,1000,5300
72,Botswana,total_age8,2200,16000
112,Belarus,total_age8,7800,89000
84,Belize,total_age8,1100,7400
124,Canada,total_age8,250000,1800000
180,Democratic Republic of the Congo,total_age8,2800,53000
140,Central African Republic,total_age8,1000,2500
178,Republic of the Congo,total_age8,1300,12000
756,Switzerland,total_age8,66000,290000
384,Côte d'Ivoire,total_age8,9200,84000
184,Cook Islands,total_age8,1000,1000
152,Chile,total_age8,43000,850000
120,Cameroon,total_age8,3100,54000
156,China,total_age8,6000,16000
170,Colombia,total_age8,49000,1400000
188,Costa Rica,total_age8,14000,180000
132,Cape Verde,total_age8,1000,8500
531,Curaçao,total_age8,2600,10000
196,Cyprus,total_age8,8900,51000
203,Czech Republic,total_age8,13000,280000
276,Germany,total_age8,210000,2300000
262,Djibouti,total_age8,1000,2300
208,Denmark,total_age8,17000,330000
212,Dominica,total_age8,1000,1500
214,Dominican Republic,total_age8,9800,200000
12,Algeria,total_age8,18000,400000
218,Ecuador,total_age8,19000,400000
233,Estonia,total_age8,1500,45000
818,Egypt,total_age8,23000,1100000
724,Spain,total_age8,170000,2100000
231,Ethiopia,total_age8,4200,53000
246,Finland,total_age8,7300,210000
242,Fiji,total_age8,1700,20000
238,Falkland Islands,total_age8,1000,1000
583,Federated States of Micronesia,total_age8,1000,1300
234,Faroe Islands,total_age8,1000,2900
250,France,total_age8,190000,2300000
266,Gabon,total_age8,3400,15000
826,United Kingdom,total_age8,190000,3000000
308,Grenada,total_age8,1000,2600
268,Georgia,total_age8,4900,150000
254,French Guiana,total_age8,1500,4500
831,Guernsey,total_age8,1000,3600
288,Ghana,total_age8,11000,100000
292,Gibraltar,total_age8,1000,1900
304,Greenland,total_age8,1000,3700
270,The Gambia,total_age8,1200,5500
324,Guinea,total_age8,1500,18000
312,Guadeloupe,total_age8,2500,15000
226,Equatorial Guinea,total_age8,1000,1100
300,Greece,total_age8,31000,380000
320,Guatemala,total_age8,5700,150000
316,Guam,total_age8,4300,8300
624,Guinea-Bissau,total_age8,1000,4300
328,Guyana,total_age8,1100,18000
344,Hong Kong,total_age8,32000,270000
340,Honduras,total_age8,2900,98000
191,Croatia,total_age8,9500,110000
332,Haiti,total_age8,1200,25000
348,Hungary,total_age8,9400,350000
360,Indonesia,total_age8,19000,1900000
372,Ireland,total_age8,17000,180000
376,Israel,total_age8,44000,270000
833,Isle Of Man,total_age8,1400,4900
356,India,total_age8,60000,5400000
368,Iraq,total_age8,14000,400000
352,Iceland,total_age8,1200,20000
380,Italy,total_age8,180000,3000000
832,Jersey,total_age8,3200,6300
388,Jamaica,total_age8,3300,53000
400,Jordan,total_age8,24000,160000
392,Japan,total_age8,59000,2100000
404,Kenya,total_age8,7200,130000
417,Kyrgyzstan,total_age8,1900,66000
116,Cambodia,total_age8,4900,86000
296,Kiribati,total_age8,1000,1000
174,Comoros,total_age8,1000,2400
659,Saint Kitts and Nevis,total_age8,1000,1600
410,South Korea,total_age8,24000,640000
414,Kuwait,total_age8,45000,72000
136,Cayman Islands,total_age8,2000,3300
398,Kazakhstan,total_age8,9100,320000
418,Laos,total_age8,3700,53000
422,Lebanon,total_age8,14000,140000
662,St. Lucia,total_age8,1000,4300
438,Liechtenstein,total_age8,1000,1100
144,Sri Lanka,total_age8,3100,160000
430,Liberia,total_age8,1200,12000
426,Lesotho,total_age8,1000,4900
440,Lithuania,total_age8,1800,130000
442,Luxembourg,total_age8,7300,24000
428,Latvia,total_age8,1800,66000
434,Libya,total_age8,9300,110000
504,Morocco,total_age8,12000,320000
492,Monaco,total_age8,1000,1000
498,Moldova,total_age8,2800,84000
499,Montenegro,total_age8,2900,16000
663,Saint Martin,total_age8,1000,1200
450,Madagascar,total_age8,1000,31000
584,Marshall Islands,total_age8,1000,1000
807,Macedonia,total_age8,2900,63000
466,Mali,total_age8,2300,19000
104,Myanmar,total_age8,5800,300000
496,Mongolia,total_age8,1500,90000
446,Macau,total_age8,3900,13000
580,Northern Mariana Islands,total_age8,1600,2500
474,Martinique,total_age8,2000,16000
478,Mauritania,total_age8,1200,7900
500,Montserrat,total_age8,1000,1000
470,Malta,total_age8,2000,23000
480,Mauritius,total_age8,2200,40000
462,Maldives,total_age8,1000,7200
454,Malawi,total_age8,1000,6800
484,Mexico,total_age8,73000,3100000
458,Malaysia,total_age8,17000,910000
508,Mozambique,total_age8,2300,24000
